Boat Type,Class,Club,Country,Place,Distance,Race Number,Time (s),Time,Round,ResultsPage,RoundNr,RoundSummary
V6,Elite Men,Canada,Canada,2,1500,028,478.28,7:58.28,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/028,4,Semi-final
V6,Elite Men,Germany,Germany,4,1500,028,492.98,8:12.98,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/028,4,Semi-final
V6,Elite Men,Singapore,Singapore,3,1500,028,487.83,8:07.83,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/028,4,Semi-final
V1,Master 75 Men,"","",DNS,500,029,,"",Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/029,1,Heat
V1,Master 75 Men,AMUNDSON Jon,Canada,1,500,029,164.76,2:44.76,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/029,1,Heat
V1,Master 75 Men,HERDERSCHEE Del,Great Britain,2,500,029,171.27,2:51.27,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/029,1,Heat
V1,Master 75 Men,MICHELUCCI Carlos,Brazil,4,500,029,197.16,3:17.16,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/029,1,Heat
V1,Master 75 Men,VALE Theo,New Zealand,3,500,029,182.97,3:02.97,Heat 1 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/029,1,Heat
V1,Master 75 Men,COELHO Luiz Ricardo,Brazil,6,500,030,206.92,3:26.92,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,1,Heat
V1,Master 75 Men,COURT John,Great Britain,1,500,030,172.11,2:52.11,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,1,Heat
V1,Master 75 Men,HOLT Craig,USA,3,500,030,177.85,2:57.85,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,1,Heat
V1,Master 75 Men,LEE Donald,Hawai'i,5,500,030,205.72,3:25.72,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,1,Heat
V1,Master 75 Men,MACHACEK Stan,Canada,2,500,030,174.82,2:54.82,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,1,Heat
V1,Master 75 Men,MARVIN Maurice,New Zealand,4,500,030,179.99,2:59.99,Heat 2 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/030,1,Heat
V1,Master 75 Men,LISBONA Albert,Brazil,5,500,031,242.79,4:02.79,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,1,Heat
V1,Master 75 Men,MADALI Shaka,Hawai'i,3,500,031,189.74,3:09.74,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,1,Heat
V1,Master 75 Men,MCHENRY Micheal,Hawai'i,4,500,031,193.52,3:13.52,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,1,Heat
V1,Master 75 Men,ROBERTS John,Canada,1,500,031,163.99,2:43.99,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,1,Heat
V1,Master 75 Men,TROTMAN Andy,Great Britain,2,500,031,182.83,3:02.83,Heat 3 / 3,https://www.liveresults.co.nz/competition/438/schedule/race/031,1,Heat
V6,Elite Junior Men,Aotearoa Nz,New Zealand,1,1000,032,300.09,5:00.09,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,5,Final
V6,Elite Junior Men,Brazil,Brazil,DNS,1000,032,,"",St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,5,Final
V6,Elite Junior Men,Hawaii - Lanikai,Hawai'i,2,1000,032,307.1,5:07.10,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,5,Final
V6,Elite Junior Men,HERE TAINA,Chile,3,1000,032,319.27,5:19.27,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/032,5,Final
V6,Elite Junior Women,Aotearoa Nz,New Zealand,1,1000,033,321.82,5:21.82,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/033,5,Final
V6,Elite Junior Women,CHILE,Chile,3,1000,033,386.85,6:26.85,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/033,5,Final
V6,Elite Junior Women,Hawaii - Hawaiian,Hawai'i,2,1000,033,341.55,5:41.55,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/033,5,Final
V1,Master 75 Women,LEITES Barbara,USA,2,500,034,219.7,3:39.70,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,1,Heat
V1,Master 75 Women,LIMA Evelyn,Brazil,1,500,034,216.63,3:36.63,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,1,Heat
V1,Master 75 Women,MATSON Ruth,Canada,4,500,034,225.81,3:45.81,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,1,Heat
V1,Master 75 Women,WETZEL Diane,Hawai'i,3,500,034,223.85,3:43.85,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/034,1,Heat
V1,Master 75 Women,AKIONA Mary,Hawai'i,3,500,035,253.83,4:13.83,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,1,Heat
V1,Master 75 Women,BARNETT Bobby,New Zealand,DQ,500,035,340.81,5:40.81,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,1,Heat
V1,Master 75 Women,DALGLEISH Verna,Canada,4,500,035,271.58,4:31.58,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,1,Heat
V1,Master 75 Women,DICKINSON Charlene,USA,2,500,035,219.59,3:39.59,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,1,Heat
V1,Master 75 Women,MOHS Ann,Canada,1,500,035,190.71,3:10.71,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/035,1,Heat
V6,Elite Women,Canada,Canada,2,1500,036,529.73,8:49.73,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/036,2,Repecharge
V6,Elite Women,Hawaii - Outrigger,Hawai'i,1,1500,036,507.65,8:27.65,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/036,2,Repecharge
V6,Elite Women,OCTUPUS,Chile,3,1500,036,576.28,9:36.28,Repechage 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/036,2,Repecharge
V6,Elite Women,Brazil,Brazil,1,1500,037,537.44,8:57.44,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/037,2,Repecharge
V6,Elite Women,Germany,Germany,3,1500,037,567.48,9:27.48,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/037,2,Repecharge
V6,Elite Women,USA,USA,2,1500,037,554.49,9:14.49,Repechage 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/037,2,Repecharge
V12,Elite Men,Brazil,Brazil,1,500,038,116.5,1:56.50,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/038,1,Heat
V12,Elite Men,CHILE,Chile,2,500,038,119.27,1:59.27,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/038,1,Heat
V12,Elite Men,Hawaii,Hawai'i,3,500,038,120.11,2:00.11,Heat 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/038,1,Heat
V1,Master 60 Women,ASTON Mihi,New Zealand,7,500,039,186.87,3:06.87,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Women,GURTLER Suzette,Hawai'i,4,500,039,181.95,3:01.95,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Women,KRUSZELNICKI Helen,Great Britain,3,500,039,181.43,3:01.43,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Women,PATTEL Kerry,Australia,2,500,039,179.95,2:59.95,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Women,PHINNEY Mary Lou,Canada,6,500,039,184.09,3:04.09,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Women,STEWART Ngahieki,New Zealand,1,500,039,179.85,2:59.85,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Women,TATA-HENRY Gillian,New Zealand,5,500,039,182.45,3:02.45,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Women,THORPE Sarah,New Zealand,8,500,039,187.19,3:07.19,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/039,2,Repecharge
V1,Master 60 Men,BAUMANN Roger,Germany,7,500,040,174.31,2:54.31,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V1,Master 60 Men,BELL Mark,Australia,8,500,040,176.18,2:56.18,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V1,Master 60 Men,HESTIN CHRISTIAN,France,6,500,040,171.6,2:51.60,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V1,Master 60 Men,MATTHEWS Mike,Singapore,3,500,040,164.51,2:44.51,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V1,Master 60 Men,MCLELLAN Pat,Canada,1,500,040,164.07,2:44.07,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V1,Master 60 Men,OLIVEIRA Edson,Brazil,5,500,040,169.55,2:49.55,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V1,Master 60 Men,SALLAS KALEIWOHI Dennis,Hawai'i,2,500,040,164.09,2:44.09,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V1,Master 60 Men,SOOLE Shane,Australia,4,500,040,166.46,2:46.46,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/040,2,Repecharge
V12,Elite Men,Aotearoa Nz,New Zealand,1,500,041,116.29,1:56.29,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,1,Heat
V12,Elite Men,Canada,Canada,2,500,041,120.57,2:00.57,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,1,Heat
V12,Elite Men,Germany,Germany,4,500,041,124.61,2:04.61,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,1,Heat
V12,Elite Men,Great Britain,Great Britain,3,500,041,124.01,2:04.01,Heat 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/041,1,Heat
V1,Master 70 Women,ARCHDEKIN Lorene,Canada,2,500,043,202.52,3:22.52,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Women,BIRKBECK Victoria,Brazil,5,500,043,205.12,3:25.12,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Women,BLYTHE Jan,New Zealand,4,500,043,203.33,3:23.33,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Women,LAI Corky,USA,7,500,043,215.41,3:35.41,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Women,LEITES Barbara,USA,8,500,043,227.14,3:47.14,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Women,SCIASCIA Gaylene,New Zealand,6,500,043,211.67,3:31.67,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Women,WEBSTER Liz,New Zealand,1,500,043,201.88,3:21.88,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Women,WOOLDRIDGE Katrina,New Zealand,3,500,043,202.82,3:22.82,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/043,2,Repecharge
V1,Master 70 Men,GABEL Rob,New Zealand,3,500,044,175.35,2:55.35,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V1,Master 70 Men,GOODALE David,Hawai'i,2,500,044,170.84,2:50.84,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V1,Master 70 Men,IRWIN Val,New Zealand,5,500,044,177.89,2:57.89,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V1,Master 70 Men,JAMESON Jerry,Hawai'i,4,500,044,177.01,2:57.01,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V1,Master 70 Men,KINCANNON Lon,USA,7,500,044,183,3:03.00,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V1,Master 70 Men,MACHACEK Stan,Canada,6,500,044,180.25,3:00.25,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V1,Master 70 Men,ROBERTS John,Canada,1,500,044,168.45,2:48.45,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V1,Master 70 Men,VERDE Victor,Brazil,8,500,044,185.58,3:05.58,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/044,2,Repecharge
V6,Elite Women,Aotearoa Nz,New Zealand,1,1500,045,494.89,8:14.89,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,5,Final
V6,Elite Women,Brazil,Brazil,5,1500,045,527.07,8:47.07,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,5,Final
V6,Elite Women,Canada,Canada,4,1500,045,515.61,8:35.61,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,5,Final
V6,Elite Women,Great Britain,Great Britain,3,1500,045,513.79,8:33.79,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,5,Final
V6,Elite Women,Hawaii - Outrigger,Hawai'i,2,1500,045,504.29,8:24.29,Final,https://www.liveresults.co.nz/competition/438/schedule/race/045,5,Final
V6,Elite Men,Aotearoa Nz,New Zealand,2,1500,046,458.87,7:38.87,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,5,Final
V6,Elite Men,Canada,Canada,4,1500,046,477.01,7:57.01,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,5,Final
V6,Elite Men,France,France,3,1500,046,464.29,7:44.29,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,5,Final
V6,Elite Men,Great Britain,Great Britain,5,1500,046,477.53,7:57.53,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,5,Final
V6,Elite Men,Hawaii - Lanikai,Hawai'i,1,1500,046,453.75,7:33.75,Final,https://www.liveresults.co.nz/competition/438/schedule/race/046,5,Final
V1,Master 75 Men,COELHO Luiz Ricardo,Brazil,8,500,047,230.99,3:50.99,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Men,HOLT Craig,USA,1,500,047,188.95,3:08.95,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Men,LEE Donald,Hawai'i,7,500,047,219.16,3:39.16,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Men,MADALI Shaka,Hawai'i,4,500,047,201.74,3:21.74,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Men,MARVIN Maurice,New Zealand,3,500,047,190.41,3:10.41,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Men,MCHENRY Micheal,Hawai'i,5,500,047,213.31,3:33.31,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Men,MICHELUCCI Carlos,Brazil,6,500,047,217.3,3:37.30,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Men,VALE Theo,New Zealand,2,500,047,189.14,3:09.14,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/047,2,Repecharge
V1,Master 75 Women,AKIONA Mary,Hawai'i,7,500,048,269.35,4:29.35,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V1,Master 75 Women,DALGLEISH Verna,Canada,8,500,048,272.09,4:32.09,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V1,Master 75 Women,DICKINSON Charlene,USA,2,500,048,224.39,3:44.39,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V1,Master 75 Women,LEITES Barbara,USA,3,500,048,230.81,3:50.81,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V1,Master 75 Women,LIMA Evelyn,Brazil,4,500,048,232.43,3:52.43,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V1,Master 75 Women,MATSON Ruth,Canada,5,500,048,240.59,4:00.59,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V1,Master 75 Women,MOHS Ann,Canada,1,500,048,195.35,3:15.35,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V1,Master 75 Women,WETZEL Diane,Hawai'i,6,500,048,241.69,4:01.69,Final,https://www.liveresults.co.nz/competition/438/schedule/race/048,5,Final
V12,Elite Men,Germany,Germany,3,500,048A,123.29,2:03.29,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/048A,2,Repecharge
V12,Elite Men,Great Britain,Great Britain,2,500,048A,121.87,2:01.87,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/048A,2,Repecharge
V12,Elite Men,Hawaii,Hawai'i,1,500,048A,119.59,1:59.59,Repechage,https://www.liveresults.co.nz/competition/438/schedule/race/048A,2,Repecharge
V1,Master 60 Men,FUHRMANN Marek,Germany,4,500,049,160.16,2:40.16,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,KARLS Tommy,Sweden,1,500,049,152.46,2:32.46,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,KRUSZELNICKI Peter,Great Britain,3,500,049,159.19,2:39.19,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,MC BRIDE Jeff,Hawai'i,5,500,049,161.68,2:41.68,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,MCLELLAN Pat,Canada,6,500,049,165.08,2:45.08,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,SMITH Tim,Great Britain,7,500,049,170.35,2:50.35,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,SOOLE Shane,Australia,8,500,049,172.56,2:52.56,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,THOMAS George,New Zealand,2,500,049,157.62,2:37.62,Semi 1 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/049,4,Semi-final
V1,Master 60 Men,BAILEY Claude,Great Britain,2,500,050,160.33,2:40.33,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V1,Master 60 Men,COLE Steve,Hawai'i,5,500,050,165.33,2:45.33,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V1,Master 60 Men,GUYOT Pierre,Fiji,1,500,050,157.53,2:37.53,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V1,Master 60 Men,MATTHEWS Mike,Singapore,6,500,050,169.47,2:49.47,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V1,Master 60 Men,OLIVEIRA Edson,Brazil,DNS,500,050,,"",Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V1,Master 60 Men,PRYOR Lyle,New Zealand,3,500,050,160.53,2:40.53,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V1,Master 60 Men,UNDERWOOD Jim,Canada,4,500,050,162.31,2:42.31,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V1,Master 60 Men,VARNEL Rob,Canada,7,500,050,170.63,2:50.63,Semi 2 / 2,https://www.liveresults.co.nz/competition/438/schedule/race/050,4,Semi-final
V12,Elite Women,Aotearoa Nz,New Zealand,1,500,051,126.84,2:06.84,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,5,Final
V12,Elite Women,Brazil,Brazil,3,500,051,132.4,2:12.40,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,5,Final
V12,Elite Women,CHILE,Chile,6,500,051,152.28,2:32.28,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,5,Final
V12,Elite Women,Great Britain,Great Britain,4,500,051,133.02,2:13.02,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,5,Final
V12,Elite Women,Hawaii,Hawai'i,2,500,051,130.49,2:10.49,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,5,Final
V12,Elite Women,USA,USA,5,500,051,139.84,2:19.84,St. Final,https://www.liveresults.co.nz/competition/438/schedule/race/051,5,Final
V12,Elite Men,Aotearoa Nz,New Zealand,1,500,052,113.29,1:53.29,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,5,Final
V12,Elite Men,Brazil,Brazil,2,500,052,114.34,1:54.34,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,5,Final
V12,Elite Men,Canada,Canada,5,500,052,120.34,2:00.34,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,5,Final
V12,Elite Men,CHILE,Chile,3,500,052,118.43,1:58.43,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,5,Final
V12,Elite Men,Great Britain,Great Britain,6,500,052,124.52,2:04.52,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,5,Final
V12,Elite Men,Hawaii,Hawai'i,4,500,052,120.02,2:00.02,Final,https://www.liveresults.co.nz/competition/438/schedule/race/052,5,Final
V1,Master 40 Men,"","",DNS,500,053,,"",Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,1,Heat
V1,Master 40 Men,JAMES Ryan,Great Britain,3,500,053,147.44,2:27.44,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,1,Heat
V1,Master 40 Men,MEDINA TEUBER Pedro,Chile,6,500,053,168.74,2:48.74,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,1,Heat
V1,Master 40 Men,MORGAN Rhys,Australia,5,500,053,164.95,2:44.95,Heat 1 / 5,https://www.liveresults.co.nz/competition/438/schedule/race/053,1,Heat
